file,has_declaration,declaration_excerpt,availability_section_found,dataset_candidates,time_mentions,sources_mentions,urls,needs_review,error
312_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and

permission to use the data used in this manuscript.",True,"must be | editions 2011, 2014, 2017, and | Reference | of flood protection standards | License | data_coverage.csv | iah.csv | macro.csv | results.csv | scenario__cat_info.csv | scenario__hazard_protection.csv | scenario__hazard_ratios.csv | scenario__macro.csv | The most important output file is results.csv | Household-level input data is provided in scenario__cat_info.csv",2024-2026 | 2005-2015 | 1960-2021 | 2011 | 2014 | 2017 | 2021 | 2022 | 2025 | 2024 | 2026 | 2015 | 2023 | 2016 | 2020,"World Bank | World
Bank | United Nations | IMF | imf | Statistics Division | Eurostat | eurostat | OECD | oecd | Poverty
and Inequality Platform | pip",https://microdata.worldbank.org/ | https://datacatalog.worldbank.org/public-licenses?fragment=research | https://www.socialprotection.org/gimi/ShowWiki.action?id=52 | https://www.rug.nl/ggdc/productivity/pwt/ | https://giri.unepgrid.ch | https://doi.org/10.5194/nhess-16-1049-2016 | https://nhess.copernicus.org/articles/16/1049/2016/nhess-16-1049-2016-supplement.zip | https://doi.org/10.5281/zenodo.4275517 | https://gadm.org/ | https://creativecommons.org/licenses/by/4.0/ | https://creativecommons.org/licenses/by-sa/2.0/ | https://doi.org/10.7927/H4F47M65 | https://doi.org/10.1177/87552930231194048 | https://github.com/gem/global_exposure_model | https://www.unisdr.org/we/inform/publications/43291 | https://www.lrfoundation.org.uk/en/research/world-risk-poll/ | http://documents.worldbank.org/curated/en/099602511292336760 | https://infrastructuregovern.imf.org/content/dam/PIMA/KnowledgeHub/dataset/IMFInvestmentandCapitalStockDataset2021.xlsx | https://data.un.org/ | https://ec.europa.eu/eurostat/web/main/data/database,False,
181_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission
to use the data used in this manuscript.",True,"is not publicly available and is not included in the replication package | used, replicators would need to download the zip files containing | used | of KUR borrowers | was collected for the purpose of this study | as a sampling frame to draw a nationally representative | design, including questionnaires, are available in the package | is publicly | Data from the SIKP include data on over 8 million borrowers from the KUR | and no | of KUR borrowers from the World Bank Microdata Catalogue | in the folder wbes",September 2023 | February 2021 | February 2022 | March 2016 | 2012 | 2022 | 2023 | 2014 | 2015 | 2021 | 2016,"World Development Indicators | Statistics of | World Bank | World

Bank | WDI",https://databank.worldbank.org/source/world-developmentindicators | https://www.bi.go.id/en/statistik/ekonomi-keuangan/sski/default.aspx | https://www.ojk.go.id/en/kanal/perbankan/data-danstatistik/statistik-perbankan-indonesia/Default.aspx | https://microdata.worldbank.org/index.php/catalog/6282 | https://login.enterprisesurveys.org/content/sites/financeandprivatesector/en/signin.htm,False,
253_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and
permission to use the data used in this manuscript.",True,list | Figure 1 | Figure 17 | brazil_species.xlsx | cameroon_species.xlsx | China_Circles.csv | New Species Coverage.csv | Ecuador_Circles.csv | India_Circles.csv | Madagascar_Marine_RCells.csv | Papua New Guinea_Circles.csv | Philippines_Marine_RCells.csv | tbl02_species.xlsx | Total Country Parks.csv | tbl02_group1 .csv,2024,World Bank,https://datacatalog.worldbank.org/search/dataset/0066734/Implementing-30x30-Lessons-From-Country-Case-Studies---replication-data-files,False,
83_README.pdf,False,,False,was used as the main | of the paper | to include specific | COVID-ES-Follow-up-IndicatorsDatabase_May_09_2022.dta | Factor Ratios_July_18_2022.dta | New_Comprehensive_July_18_2022.dta | bti_2020.dta | Subregion_ECA.dta,July 2022 | May 2021 | 2023 | 2022 | 2019 | 2020 | 2021,World Bank,https://www.enterprisesurveys.org/. | https://bti-project.org/en/downloads | https://btiproject.org/en/methodology#Index%20aggregation. | https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bankcountry-and-lending-groups.,False,
65_README.pdf,False,,False,"long | wide | containing the six aggregate indicators, standard errors, | and separate | containing all the individual indicators used to calculate | containing all the individual indicators, all the aggregate | Download contents of .zip | 4.  countrycodes.xlsx | 5.  sourcedata - this folder contains 34 Excel files XXX.xlsx | countrycodes.xlsx | 1.  wgidataset.dta | 2.  aggindsdownloadable.xlsx | 3.  sourcedata.dta | 4.  resultsdata.dta | 5.  params.xlsx",2023 | 1999,World Bank,,False,
68_README.pdf,False,,False,of 3 different data | of the 3,,,,True,
234_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission

to use the data used in this manuscript.",False,used to replicate the results | Description | at the property level | the gender of each property | at the monthly level | code for birth year of every | including results of the RCT of 2020 | containing generic numbers | includes the assessed value | including the G99 percentiles | rates for the period 2018-2020 as in | at the year level | Output filename | of terms from | 3df.dta,2018 to 2024 | 2018-2024 | 2018-2021 | 2018-2020 | October 2020 | Nov 2013 | Apr 2019 | May 2020 | Nov 2022 | 2018 | 2024 | 2023 | 2025 | 2021 | 2020,"World Bank | statistics on | Department of Economics | University of Bern | Department
of Economics",https://ideas.,False,
272_README.pdf,False,,True,database (accessed | https | April 2024 (accessed in August 2024) | from the World Development Indicators | Reproduction Instructions | Figure 1.5 and 1.7.xlsx | and 3.3.xlsx | 2023_statfile_0.xlsx | 4.4.xlsx | _Wage bill as a percentage of GDP.xlsx | Table 2.1.xlsx,"January 2025 | June
2024 | May 2024 | May
2024 | December 2024 | April 2024 | August 2024 | July 2024 | November 2024 | 2025 | 2015 | 2024 | 2022 | 2023 | 2017","World Development Indicators | World Bank | World Development
Indicators | Ministry of Finance | IMF | imf | Statistics and",https://databank.worldbank.org/source/world-development-indicators | https://databank.worldbank.org/source/world-developmentindicators | https://wid.world/ | https://www.worldbank.org/en/publication/human-capital | https://openknowledge.worldbank.org/server/api/core/bitstreams/fe52ffe9-5da5-544b-8199 | https://www.commitmentoequity.org/publications_files/Tunisia/CEQ_WP38_Jouini% | https://documents.worldbank.org/en/publication/documents-reports/documentdetail/ | https://www.iea.org/data-andstatistics/charts/value-of-fossil-fuel-subsidies-by-fuel-in-the-top-25-countries-2022 | https://www.imf.org/en/ | https://www.imf.org/en/Research/ | https://www.imf.org/en/Publications/WEO/weo-database/2023/October | https://hdl.handle.net/10986/42316 | https://www.imf.org/en/Publications/WEO/weo-database/2024/ | https://www.imf.org/-/media/Files/Publications/ | https://ucdp.uu.se/downloads | https://datacatalog.worldbank.org/search/dataset/0038132/Worldwide-BureaucracyIndicators | https://www.eia.gov/international/data/world | https://www.worldbank.org/en/research/commodity-markets | https://databank.worldbank. | https://data.imf.org/?sk=4cc54c86-f659-4b16-abf5fab77d52d2e6&sid=1390030341854,False,
126_README.pdf,False,,True,used in the econometric analysis of part II | columns 1-4 of regb_0518.xls | columns 5-7 of regb_0518.xls | columns 9-11 of regb_0518.xls | rows 5-12 of reged_0518.xls | column 1 of regl_closing_ci.xls | workers_230525.xlsx | column 2 of regl_closing_ci.xls | column 3 of regl_closing_ci.xls | column 1 of regl_quit_ci.xls | column 2 of regl_quit_ci.xls | column 3 of regl_quit_ci.xls | column 1 of regl_cob_ci.xls | column 2 of regl_cob_ci.xls | column 3 of regl_cob_ci.xls,2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018,statistics on,https://www.inegi.org.mx/programas/enoe/15ymas/ | https://www.inegi.org.mx/app/indicadores/?tm=0&ind=454808#D454808,False,
284_README.pdf,False,,False,"ipums_countries_final.dta | dat.gz | used to replicate all our results was obtained in March 2024 | based on your specifications and will | that can be manipulated using your chosen software | will contain the information you | once the code execution is complete | in March 2024 | for the Econometric Model in Section 5 | used for our econometric model in Section 5, you should select the following samples | ipumsi_00001.dat.gz | you can delete the file ipumsi_00001.dat.gz | ipums_countries_controls_final.dta | ACLED_2023-01-01-2023-11-07.csv | provided as CLASS.xlsx",March 2025 | March 2024 | December 2024 | 2025 | 2024 | 2001 | 2013 | 2012 | 2010 | 2005 | 2011 | 2007 | 2002 | 2003 | 2006,World Development Indicators | WDI,https://acleddata.com/data-export-tool/ | https://datacatalog.worldbank.org/search/dataset/0037712,False,
309_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data
used in this manuscript.",True,Files | Global 30 ArcSecond Elevation | License | spatial_data.dta | along  with  s1_hhroster.dta | 1. s1_hhroster.dta | 2. spatial_data.dta | s1_hhroster.dta | 1.  Get access to the do-file s1_hhroster.dta,"1960 to 1990 | 1960-1990 | October
2017 | October
2018 | 2016 | 2021 | 1960 | 1990 | 2017 | 2025 | 2018",statistics and,https://microdata.worldbank.org/index.php/catalog/2926 | https://microdata.worldbank. | http://sites.research.google/g | https://www.usgs.gov/center | https://worldclim.org/ | https://www.usgs.gov/i | https://www.worldclim. | https://www.openstreetmap. | https://openjicareport.jica.go.jp/pdf/1,False,
259_README.pdf,False,,True,"developed  by  the  authors  for  a  previous  paper,  comparative  caseload  statistics  from  selected | conducted | presented in the cited report was conducted in March and April 2012 with the | was  to | results from Deng (2013), showing | did  not  have  aggregated  caseload  data,  the  WBG  team  manually | without performing any calculations | without  performing  any | boost.xlsx | ions_of_Governm.xlsx | Financing_Data__for_website.xlsx | URLs.xlsx | WEOApr2024all.xls | Table 1.xlsx | Figure 4.xlsx","2022 - 2023 | 2018-2019 | 2019-2020 | 2020-2021 | 2021-2022 | 2022-2023 | 2023-2024 | June 2024 | March 2013 | April 2012 | July 2022 | October
2024 | 2024 | 2013 | 2022","World  Bank | statistics  from | United  Nations | IMF | WDI | Statistics  of | National Bureau of Statistics | United Nations | Ministry
of  Finance | Ministry  of  Finance | Ministry of Finance | statistics  for | World Bank",,False,
43_README.pdf,False,,False,Files sample_table.csv,,,https://github.com/paulnov/stata-tex,True,
248_README.pdf,False,,False,rounds | data for each phase | into one dataset | tchad_ie_baseline9-gp_consent-section_agriculture-section_cropsdry1-rpt_plotdry.dta | tchad_ie_baseline9-gp_consent-section_agriculture-section_cropsdry2-rpt_dcrops2.dta | tchad_ie_baseline9-gp_consent-section_agriculture-section_cropsrain1-rpt_plotrain.dta | tchad_ie_baseline9-gp_consent-section_agriculture-section_cropsrain2-rpt_rcrops2.dta | tchad_ie_baseline9-gp_consent-section_agriculture-section_plot-rpt_plots.dta | tchad_ie_baseline9-gp_consent-section_assets-rpt_ag_ass.dta | tchad_ie_baseline9-gp_consent-section_assets-rpt_hh_ass.dta | tchad_ie_baseline9-gp_consent-section_emploi-rpt_empl.dta | tchad_ie_baseline9-gp_consent-section_emploi-rpt_wrk.dta | tchad_ie_baseline9-gp_consent-section_finance-part_credit-rpt_cred.dta | tchad_ie_baseline9-gp_consent-section_finance-part_othersave-gp_savemoreinfo.dta | tchad_ie_baseline9-gp_consent-section_finance-part_tontines-rpt_ton.dta,2024,World Bank,,False,
194_README.pdf,False,,False,"currently available | to estimate yearly, country-level wealth data | Some data are not included in the reproducibility package due to access restrictions | A and 9 | Rystad Energy - | Minerals Yearbook, Vol | World Mineral Statistics | UN Food and | International Energy | Hydropower, generated quantities | Provided | Provided  Use in CWON Component | International Monetary Fund | Located at | World Bank Jobs GP -",1995-2020 | 2024 | 1995 | 2020 | 2019 | 2010 | 2021,"Statistics
Database | Statistics

Yes | Statistics Division | World Bank | Department of
Industry | Statistics

No | University of
Groningen | World Development
Indicators | WDI | International Monetary Fund | IMF | Statistics
UN | UNCTAD | Bank for International
Settlements | BIS",,False,
314_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the

•
data used in this manuscript.",True,File | website (see above) | D  810 | Peru2022ISESfulldata.dta | Peru2023fulldata.dta | Peru-2022-ISESfull-data.dta | Peru-2023-fulldata.dta,2025 | 2022 | 2023,World Bank,http://www.enterprisesurveys.org. | https://login.enterprisesurveys.org/content/sites/financeandprivatesector/en/signin.html | https://login.enterprisesurveys.org/content/sites/financeandprivatesector/en/library/librarydetail.html/content/dam/wbgassetshare/enterprisesurveys/economy/peru/Peru-2022-ISESfull-data.dta | https://login.enterprisesurveys.org/content/sites/financeandprivatesector/en/library/librarydetail.html/content/dam/wbgassetshare/enterprisesurveys/economy/peru/Peru-2023-fulldata.dta | http://www.stata.com/users/vwiggins,False,
313_README.pdf,False,,False,"used to | of Legal Entities | aggregates detailed global annual and | for every reporting country | is public and published by | to track socioeconomic | in Brazil (IPCA) and which are published by IBGE | numbers since the 1990s, and the do-file consider the | should save it as | of global exports at the 3-digit ISIC industry | isic3-3d | of individual | processed-mun | at the municipality level with exposure to foreign demand shocks | inst","2000 and 2020 | 2000 and 2010 | 2000 and

2010 | 2001-2009 | 2001-2011 | 2012-2020 | 2012-2019 | 2000

and 2010 | 2000 to 2020 | 2001 and 2020 | 2025 | 2000 | 2020 | 2010 | 1996",World Bank | Ministry of Labor | United Nations | statistics by | Statistics Division | Ministry of Industry | WDI,,False,
157_README.pdf,False,,True,Chile transaction customs data | Colombia customs supplementary data | Chile | All results CHL COL note | for each month | executed through World Integrated | in column B for each month | Chile data rev.dta | Colombia data.dta | All results CHL COL note.xlsx | results CHL COL note_original.xlsx | countries.dta | _wheat.dta | ports.xlsx | the format mm_Importaciones_yyyy.xlsx,2021 and 2022 | 2015 to 2023 | 1993 - 2023 | 1960 to 2023 | January 2021 | December 2022 | 2022 | 2021 | 2018 | 2023 | 2015 | 2009 | 2016 | 2024 | 1993,oecd | Department of Statistics,https://datos.gob.cl/organization/servicio_nacional_de_aduanas | https://www.aduana.cl/compendio-de-normas-anexo51/aduana/2009-11-19/163937.html#vtxt_cuerpo_T0 | https://www.aduana.cl/aranceladuanero-vigente/aduana/2016-12-30/090118.html | https://www.dian.gov.co/dian/cifras/Paginas/Bases-Estadisticas-deComercio-Exterior-Importaciones-y-Exportaciones.aspx | https://www.dane.gov.co/index.php/sistema-estadistico-nacionalsen/normas-y-estandares/nomenclaturas-y-clasificaciones/tablascorrelativas | https://unstats.un.org/unsd/classifications/Econ | https://stats.oecd.org/index.aspx?queryid=169# | https://www.worldbank.org/en/research/commodity-markets | https://www.balticexchange.com/en/data-services/marketinformation0/dry-services.html | https://www.fao.org/worldfoodsituation/foodpricesindex/en/ | https://wits.worldbank.org/ | https://si3.bcentral.cl/Siete/ES/Siete/Cuadro/CAP_CCNN/MN_CCNN76/ | https://www.ine.gob.cl/estadisticas/economia/indices-de-precio-einflacion/indice-de-precios-al-consumidor | https://www.dane.gov.co/index.php/estadisticas-por-tema/cuentasnacionales/cuentas-nacionales-trimestrales/pib-informacion-tecnica | https://www.banrep.gov.co/es/estadisticas/indice-precios-consumidoripc | https://www.banrep.gov.co/es/estadisticas/otros-indicadores-deinflacion,False,
229_README.pdf,False,,True,Input_data\Rasterized_data | used in this study | in the package | to a 0 | www.tsv,2021 | 2011 | 2022 | 2012 | 2013 | 2017,World Bank | World  Bank,https://documents.worldbank.org/en/publication/documentsreports/documentdetail/099419309302454145/idu17970fd3c1b6c4148521940c1908ba | https://www.tsv.soda-pro.com/web-services/radiation/cams | https://www2.bgs.ac.uk/groundwater/international/africanGroundwater/m | https://wci.earth2observe.eu/thredds/catalog/usc/water-table | https://cloud.ihme.washington.edu/s/bkH2X2tFQMejMxy?path=%2F | https://www.worldbank.org/en/topic/water/publication/thehidden-wealth-of-nations-groundwater-in-times-of-climate-change.,False,
303_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data
used in this manuscript.",True,and NDVI data processed in | is not publicly available and not included in | datasets used in Gascoigne et al | is not publicly available and not included in the package | Location of data | insurance policy in place and derived | is generated in the first step of the Ethiopia analysis | insurance product sold in East | ETH_Payouts.xlsx | basic_11_16.dta | coordinates2.csv | crop_calendar_gaul_asap1.csv | _dekad_2002_2020.dta,2024,World Bank,https://reproducibility.worldbank.org/index.php/catalog/301/study-description. | https://datacatalog.worldbank.org/int/search/dataset/0066862/gridded_monthly_normalize | https://datacatalog.worldbank.org/int/search/dataset/0066864/gridded_dekadal_soil_wate | https://datacatalog.worldbank.org/int/search | https://datacatalog.worldbank.org/int/search/dat,False,
260_README.pdf,False,,True,Program | data collected in the course | saved as .xls-files. For some tables there are various .xls | 6.  Table 1 is created from table1_descriptives.xls and table1_ttest.xls | can be found in table1_ftest.xls | _Senegal_PrepData.dta | ble1.xls | ble2.xls | ble3.xls | ble4.xls | ble5.xls | table_c1.xls | table_c2.xls | table_d1.xls | table_d2.xls,,statistics mentioned | World Bank,https://raw.githubusercontent.com/simonheb/ritest/master/,True,
139_README.pdf,False,,True,\Data\Other Data\Deflators | to be used for the data analysis | from the publicly available raw data files | Trade in | Trade in Value | OGHIST.xlsx,1995-2020 | 2024 | 2023 | 1995 | 2020 | 2015,"oecd | World Bank | OECD | World
Development Indicators | WDI",https://stats.oecd.org/Index.aspx?DataSetCode=TIM_2021. | https://stats.oecd.org/Index.aspx?DataSetCode=TIVA_2022_C1. | https://databank.worldbank.org/reports.aspx?source=2&Topic=6#advancedDownloadOptions | https://datacatalogfiles.worldbank.org/ddhpublished/0037712/DR0090754/OGHIST.xlsx. | https://www.worldbank.org/en/publication/wdr2020/brief/world-development-report-2020-data.,False,
92_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission
to use the data used in this manuscript.",True,"Two main do files run all the code to replicate figures and tables in the paper, in Stata 17 | was provided by the TTLs | datafinal6 | Generates datafinal6.dta | ancestral2.dta | data.dta | density.dta | poverty.dta | mining.dta | active4ps.dta | incidents_all.dta | datafinal6.dta | Uses dataset 6 and datafinal6.dta | will create database datafinal6.dta | results1.xls",November 2023 | 2023 | 2020 | 2022 | 2021,Statistics Authority,https://psa.gov.ph/statistics/poverty/stat-tables,False,
53_README.pdf,False,,False,"collects data on per capita GDP in PPP, current international | of counterfactual revenue | ICTDGRD_Dec2015_CentralGeneralMergedFull.xlsx | Statutory_data.dta | GDP_data_CITCostaRica.xlsx | Margin.xlsx | Sales_and_Corrections_2M.dta | sector_data.dta | profit_elasticity_T1.dta | profit_elasticity_T2.dta | Yearly_data.xlsx | three_period_data.dta | Costos.xlsx | REVEC_January_data.xlsx | Assets.xlsx",2008-2014 | January 2014 | November 2020 | 2014 | 2020 | 2012 | 2008,"Ministry
of Finance | Ministry of
Finance | World
Bank",https://databank.worldbank.org/,False,
230_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the

data used in this manuscript.",False,provided to the researchers is already anonymized and contains information from all sources | contains macroeconomic aggregates for Tunisia and it was generated | dw2022v | The EU_TN_WLD.dta | Naccounts_tunis.dta | dw2022v.dta | EU_TN_WLD.dta,1995 to 2022 | 2008-2020 | August 2024 | 2024 | 1995 | 2022 | 2008 | 2020,World Bank | IMF | Eurostat,,False,
315_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data
used in this manuscript.",True,and assumptions | calculated based on the input sheet | 24 Excel sheets. Excel sheet names of WPS 11157 - Reproducible Research Repository 08052025.xlsx | _TypeOfCookingFuel.csv | NR_Hhld07_TypeOfCookingFuel.csv,2016 | 2021 | 2022 | 2023 | 2010 | 2018 | 2019 | 1996 to 2023 | 1996 and 2023 | January 2024 | January 2025 | February 2025 | December 2024 | March 2024 | July 2024,"Ministry of Population | University of Chicago | University
of Washington | Statistics Office","http://wecs.gov.np/source/ESR_2024.pdf | http://www.wecs.gov.np/storage/listies/October2020/snyopsis.pdf | https://censusnepal.cbs.gov.np/results/files/national/csv/NR_Hhld07 | http://www.wecs.gov.np/pages/reports-andpublications?lan=en&id=199 | https://wecs.gov.np/source/Bagmati%20Province.pdf | http://wecs.gov.np/source/Final%20Report_Province%201.pdf | http://wecs.gov.np/source/Final%20Report_%20Province%202.pdf | http://wecs.gov.np/source/Cooking_Biratnagar_final_report.pdf | http://wecs.gov.np/source/Status%20of%20Clean%20Energy%20C | http://www.wecs.gov.np/storage/listies/March2024/present-statusand-future-plan-of-clean-cooking-technologies-in-kathmanduvalley.pdf | https://vizhub.healthdata.org/gbd-results/ | https://vizhub.healthdata.org/gbd-compare/# | https://www.aepc.gov.np/sections/cook-stoves/technicalresources#:~:text=The%20Nepal%20Interim%20Benchmark%20for,rural%20living%20conditions%20in%20Nepal. | https://epic.uchicago.in/wpcontent/uploads/2019/08/USING-EMISSIONS-MARKETS-TO-MANAGE-THE-SOCIAL-COSTS-OF-FOSSILFUELS-%E2%80%93-A-HANDBOOK.pdf | https://mecs.org.uk/wp-content/uploads/2022/05/Nepal-eCookbook.pdf | https://kathmandupost.com/miscellaneous/2015/11/15/govt-to-sell-firewood-in-kathmandu | https://doi.org/10.1016/j.energy.2021.121810 | https://www.nea.org.np/publications | https://noc.org.np/import | https://censusnepal.cbs.gov.np/results/files/national/csv/NR_Hhld07_TypeOfCookingFuel.csv",False,
235_README.pdf,False,,True,is comprehensive and the paper uses a relatively small subset of the datasets included in | phases.csv | the .zip | ehcvm_ponderations_tgo2018.dta | s00_me_tgo2018.dta | s01_me_tgo2018.dta | s11_me_tgo2018.dta | s09c_me_tgo2018.dta | s09b_me_tgo2018.dta | s07a1_me_tgo2018.dta | s07a2_me_tgo2018.dta | ehcvm_conso_tgo2018.dta,2018-2019 | 2018 | 2019 | 2022,World Bank,https://microdata.worldbank.org/index.php/catalog/4298/download/56142,False,
63_README.pdf,False,,False,of multidimensional poverty | PALE as | analysis | and  monetary  poverty  and,2018 | 2019,world bank,https://microdata.worldbank.org/index.php/catalog/3827 | https://dhsprogram.com/data/ | https://data.humdata.org/dataset/cod-ab-nga?,False,
62_README.pdf,False,,False,a.  merged_data_attrit.dta | b.  merged_long_data.dta | c.  merged_long_data_attrit.dta | d.  merged_wide_data.dta | tables_seasonality_paper.xlsx,2023,,,False,
143_README.pdf,False,,True,Cyclicality Results - FIGURES.xlsx,"December
2023 | 2023 | 2022 | 2015",International  Monetary  Fund | IMF | imf | International Monetary Fund | World Bank | World Development Indicators | World  Bank | World  Development  Indicators,https://www.imf.org/en/Publications/WEO/weo-database/2023/October | https://data.imf.org/?sk=77413f1d-1525-450a-a23a-47aeed40fe78 | https://databank.worldbank.org/source/world-development-indicators,False,
202_README.pdf,False,,True,used as the starting point for the research | Cluster Surveys (MICS) by | and Household | Lesotho 2009 Poverty Outcome by Indicator and Household | Rwanda 2015 Poverty Outcome by Indicator and Household | Zimbabwe 2011 Poverty Outcome by Indicator and Household | The World Bank | afg_mics10-11.csv | afg_dhs15-16.csv | alb_dhs08-09.csv | alb_dhs17-18.csv | arm_dhs10.csv | arm_dhs15-16.csv | bgd_dhs14.csv | bgd_mics19.csv,2011 and 2021 | 2023 | 2021 | 2011 | 2016 | 2009 | 2018 | 2010 | 2014 | 2019 | 2003 | 2008 | 2006 | 2012 | 2017,World Bank,https://dhsprogram.com/ | https://mics.unicef.org/ | https://ophi.org.uk/global-mpi/2023 | https://www.worldbank.org/en/publication/worldwide-governance-indicators | https://github.com/oguerrer/ppi.,False,
331_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use
the data used in this manuscript.",True,Survey - Wave 4 (2014-2015)) | Survey (2014-2015) collected nationally | Survey - Wave 5 (2019-2020)) | NPS_4.dta | AG_FILTERS.dta | AG_NETWORK.dta | AG_SEC_01.dta | AG_SEC_10.dta | AG_SEC_11.dta | AG_SEC_12A.dta | AG_SEC_12B.dta | AG_SEC_2A.dta | AG_SEC_2B.dta | AG_SEC_3A.dta | AG_SEC_3B.dta,2014-2015 | 2019-2020 | July 2024 | 2024 | 2014 | 2015 | 2019 | 2020,National Bureau of Statistics,https://microdata.nbs.go.tz/index.php/home,False,
9_README.pdf,False,,True,"s cost of | laborunits | by country in the year 2014, and | is AMADEUS, which is developed by Bureau Van Dijk (van Dijk, 2018) | for 2016 (Departamento Administrativo Nacional de | for 2013 (Instituto Nacional de Estadistica, 2013), accessible at | of Industry for 2005 | s measure of | of Manufacturing Industries | 1. GDP percapita sector analysis.csv | 3. pwt90 gdp kstock.csv | 4. pwt labshare 2014.csv | 1. Entry Costs sector analysis.csv | 2002 NAICS to ISIC rev3.csv | Manufacturing Data 2digit ISIC31.csv",2009-2017 | November 2009 | June 2019 | 2020 | 2015 | 2019 | 2014 | 2007 | 2002 | 2018 | 2005 | 2010 | 2003 | 2008 | 2012,"World Bank | Statistics Wing | statistics computed | Statistics

databases | National Bureau of Statistics | Department of Statistics","https://www.sba.gov/node/12162., | https://www.census.gov/eos/www/naics/concordances/concordances.html. | https://unstats.un.org/unsd/classiﬁcations/Econ/ISIC.cshtml | http://microdatos.dane.gov.co/index.php/catalog/MICRODATOS/about | https://datosabiertos.ine.cl/developers/ | http://microdata.gov.in/nada43/index.php/catalog/ASI. | https://www.sba.gov/node/12162. | http://www.ggdc.net/pwt/. | http://ideas.repec. | https://www.bvdinfo.com/en-us/our-products/data/ | https://www.doingbusiness.org/. | https://CRAN.R-project.org/",False,
146_README.pdf,False,,True,"for Latin America and Other Regions | for Latin America and other Regions | at  the  national  level  produced  by the U | database in Excel format | database  with  the | according to the desired structure and download | database with several green growth | according  to  the  desired  structure  and  download | according to the | database with several indicators on education and | database with several indicators on | database  with  different  measures  of  GDP | database with GDP per capita, added value, and labor | to be used for | to be compared with the new estimates",May 2024 | 2024 | 2010 | 2018 | 2020 | 2021 | 2019 | 2017,"World Bank | oecd | World  Bank | wdi | WDI | World  Development

Indicators | World  Development Indicators | OECD | statistics based | statistics  of","https://www.stata.com/products/compatible-operatingsystems/, | https://www.bls.gov/soc/isco_soc_crosswalk.xls. | https://www.bls.gov/oes/special-requests/oesm18nat.zip. | https://www.climatewatchdata.org/data-explorer/, | https://datacatalog.worldbank.org/search/dataset/0038030. | https://rshiny.ilo.org/dataexplorer10/?lang=en, | https://stats.oecd.org/. | https://www.onetcenter.org/dl_files/database/db_28_2_excel/Occupation%20Data.xlsx | https://www.onetcenter.org/dl_files/database/db_22_0_excel/Green%20Occupations.xlsx | https://www.onetcenter.org/dl_files/database/db_28_2_excel/Related%20Occupations.xlsx | https://datacatalogfiles.worldbank.org/ddhpublished/0037712/DR0090755/CLASS.xlsx. | https://databank.worldbank.org/source/world-development-indicators",False,
366_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to
use the data used in this manuscript.",True,of masked road corridors | with Area and Country Count | GBIF_Parallel_Data_GBIF_Species_Information.csv | tbl01_Species_representation_by_group.csv | tbl02_Database_endemism_by_species_ .csv | tbl03_Database_by_species_group_ .csv | tbl04_Priority_status_groups.csv | tbl_05_total_road_category_in_corridor.csv,July  2025 | July 2025 | 2024 | 2025 | 2023 | 2022,World Bank,https://datacatalog.worldbank.org/search/dataset/0066893/species_occurrence_r | https://datacatalogfiles.worldbank.org/ddhpublished/0066903/DR0095584/GBIF_Parallel_Data_GBIF_Species_Information.csv | https://datacatalogfiles.worldbank.org/ddhpublished/0066903/DR0095579/Global_Masked_Roads.tif | https://datacatalogfiles.worldbank.org/ddhpublished/0066903/DR0095583/Full_Global_Keyroads.rar | https://download.geofabrik.de/ | https://datacatalog.worldbank.org/search/dataset/0038272/World-Bank-OfficialBoundaries,False,
44_README.pdf,False,,False,round,2020,World Bank,https://microdata.worldbank.org/index.php/catalog | https://github.com/dime-worldbank/kepsie/issues,False,
67_README.pdf,False,,False,"from the raw data | resulting  from  the  field  work  done  for  this  study,  (ii) | for direct use in the construction of tables and figures, | DataETPV.dta | DataComparison.dta",2021,,,False,
100_README.pdf,False,,True,Instruments | instruments used for primary data collection | that includes the number of staff | used in the main | entry  and  exit  interviews  with  patients  at  the  clinic | subset | LSS_info_CSComCensus_clean.dta | LSS_info_CSComs_Agent_Training_corrected.dta | LSS_info_DocPat_analysis_datasets_allcont.dta | LSS_info_DoctorEndlineInterview_allcont.dta | LSS_info_PreTest_Doctors_individual_level_allcont.dta | LSS_info_PostTest_Doctors_individual_level_allcont.dta,"January 2024 | May 2016 | December

2016 | 2024 | 2016 | 2017 | 1973 | 2022",,"https://www.stata.com/products/compatible-operatingsystems/,",False,
